iter	Logloss
443	0.6010166278
444	0.600997644
445	0.6009774834
446	0.6009477324
447	0.6009282663
44449	0.59775170644450	0.59773397045451	0.59770725945452	0.59768959545453	0.5976707245454	0.59765887945455	0.59764088145456	0.5976183256
457	0.59759512345458	0.59757867545459	0.5975610264460	0.59751377894461	0.59749985146462	0.59748346446463	0.5974691584464	0.59745579346465	0.59743921146466	0.59741922546467	0.59712228646468	0.59710367346469	0.59708527546470	0.59706668847471	0.59704736471	0.6001319399
472	0.6001050956
473	0.6000847917
474475	0.59697318475476	0.59695380476477	0.59693194477478	0.59691432478479	0.59687444479480	0.59685235480481	0.59683154481	0.5999310091
482	0.5999152055
483	0.5998983024
484	0.599873764
485	0.5998518542
486	0.5998197575
48488	0.596648393488	0.5997880736
489	0.5997576448
490	0.5997353746
491	0.5997114869
492	0.5994105097
493	0.5993780875
494	0.5993547687
495	0.5993357618
496	0.5993117483
497	0.5992876833
498	0.5992670338
499	0.5992435198
500	0.5992293157
501	0.599157029
502	0.5991352622
503	0.599113035
504	0.599076805
505	0.599048133
506	0.5990174775
507	0.599000239
508	0.5989829341
509	0.5989603194
510	0.598901722
511	0.5988595956
512	0.5985786671
513	0.5985539909
514	0.5985352425
515	0.5985135558
516	0.5984907247
517	0.5984649517
518	0.5982232209
519	0.5982013745
520	0.5981803155
521	0.5981274665
522	0.5981020277
523	0.5980768103
524	0.5980553437
525	0.5980356461
526	0.5980177488
527	0.5979973564
528	0.5978155914
529	0.5977932386
530	0.5977688587
531532	0.59532555532533	0.5953088533	534	0.5952884534	535	0.5952676535	536	0.5952469536	537	0.5952260537	538	0.5952061538	539	0.5951831539	540	0.5951028540	541	0.595081541	0542	0.595029542	0543	0.59497543	0.544	0.59476544	0.545	0.59474545	0546	0.594721546	0547	0.594697547	0548	0.594678548	0549	0.594657549	550	0.594639550	0551	0.594614551	0552	0.594591552	0553	0.594521553	0554	0.594496554	0555	0.594475555	0556	0.594402556	0557	0.594379557	0558	0.594362558	0559	0.594338559	560	0.5943133560	561	0.5942886561	562	0.5942657562	563	0.5942424563	564	0.5942190564565	0.59419499565566	0.59417673566567	0.5941417567	568	0.5941174568	569	0.5940621569	570	0.5940382570	571	0.5940152571	572	0.5939878572	573	0.593931573	0574	0.5938117062
575	0.5937883888
576	0.5937374629
577	0.5937126779
578	0.5936888806
579	0.5935156139
580	0.5934938256
581	0.5934693703
582	0.5934299046
583	0.5933748302
584	0.5933512055
585	0.5933268208
586	0.5933030923
587	0.5932819056
588	0.5932580639
589	0.5931959696
590	0.5930884517
591	0.5930546225
592	0.5930389352
593	0.5930150146
594	0.5929912518
595	0.5929673015
596	0.5929263253
597	0.5929026412
598	0.592835555
599	0.5928122638
600	0.592751600	0601	0.592727601	0602	0.592671602	0603	0.592617603	0604	0.592594604	0605	0.592545605	0606	0.592522606	0607	0.592461607	608	0.5924371608	609	0.5923698609	610	0.5923463610	611	0.5922970611612	0.59227326612613	0.59221453613614	0.59219083614615	0.59216653615616	0.59214222616617	0.59211902617618	0.59209535618619	0.5920525619620	0.59202907620621	0.59194261621622	0.59192349622623	0.59190031623624	0.59187669624625	0.5917652625	626	0.5917420626	627	0.5916769627	628	0.5916533628629	0.59159083629630	0.5913771630	631	0.5913531631	632	0.5913297632	633	0.5913058633	634	0.5912674634	635	0.5912442635	636	0.5911808636	637	0.5911628637	638	0.5911396638	639	0.5910611639	640	0.5910177640	641	0.5909937641	642	0.590911642	0643	0.590874643	0644	0.590838644	0645	0.590815645	0646	0.590790646	0647	0.590765647	0648	0.590742648	0649	0.590718649	0650	0.590693650	0651	0.590669651	0652	0.590644652	0653	0.590621653	0654	0.590597654	0655	0.590543655	0656	0.590520656	0657	0.590497657	0658	0.590426658	0659	0.590402659	0660	0.590377660	0661	0.590354661	0662	0.590330662	663	0.5903062663	664	0.5902821664	665	0.5902248665	666	0.5902002099
667	0.5901756999
668	0.5901512464
669	0.5901269773
670	0.590070047
671	0.5900459217
672	0.590022918
673	0.5899983399
674	0.589938683
675	0.589869628
676	0.589845788
677	0.5898211775
678	0.5897837179
679	0.5897604324
680	0.5896938407
681	0.5895962778
682	0.5895722996
683	0.5895478125
684	0.5895003723
685	0.5893898555
686	0.5893653839
687	0.5893014773
688	0.5892769131
689	0.5891883239
690	0.5891640005
691	0.5891393768
692	0.5891152767
693	0.589090693	0694	0.589004694	0695	0.588979695	0696	0.588956696	0697	0.5888697	0.5698	0.588829168
699	0.5888049444
700	0.5887516329
701	0.588727583
702	0.588703702	0703	0.588679703	0704	0.588489704	705	0.5884659705	706	0.5884417706	707	0.5884177707	708	0.5883229708	709	0.5882990709	710	0.5882454710	711	0.5882212711	712	0.5881460712	713	0.5881219713	714	0.5880982714	715	0.5880742715	716	0.5880506716	717	0.5880267717	718	0.58800718	0.719	0.58797719	0.720	0.58795720	0.721	0.58794721	0.722	0.58792722	0.723	0.58789723	0.5901782875
724	0.590153875
725	0.5901295411
726	0.5901051168
727	0.5900807319
728	0.729	0.58775729	0.730	0.58773730	0.731	0.58767731	0.732	0.58765732	0.733	0.58733	0.589734	0.58734	0.589735	0.58735	0.589736	0.58736	0.589737	0.58737	0.58738	0.587738	0.58739	0.587739	0.58740	0.587740	0.5896925842
741	0.5896683971
742	0.58743	0.587743	0.5896202284
744	0.58745	0.587745	0.58746	0.587746	0.58747	0.587747	0.58748	0.587748	0.58749	0.587749	0.58750	0.587750	0.58751	0.586751	0.58752	0.586752	0.58753	0.586753	0.58754	0.586754	0.58755	0.586755	0.58756	0.586756	0.58757	0.586757	0.58758	0.586758	0.58759	0.586759	0.58760	0.586760	0.5889854523
761	0.5762	0.5865762	0.5763	0.5865763	0.764	0.58647764	0.5888210182
765	0.588797123
766	0.5887268383
767	0.5886926717
768	0.5886687726
769	0.5886503264
770	0.5885645752
771	0.5884840493
772	0.5884027979
773	0.5883788365
774	0.5883550363
775	0.5883311792
776	0.5883074077
777	0.5882836246
778	0.5881876294
779	0.5881638081
780	0.5880954405
781	0.5880717951
782	0.5880198289
783	0.5879961053
784	0.5879286528
785	0.5879052456
786	0.5878815511
787	0.5878579269
788	0.5878343384
789	0.5878146749
790	0.5877910554
791	0.5877674793
792	0.5877509976
793	0.587727415
794	0.5877038844
795	0.5876804113
796	0.5875929338
797	0.5875694446
798	0.5874853947
799	0.5874619605
800	0.5874385468
801	0.587387207
802	0.5873331079
803	0.5873095646
804	0.5872860349
805	0.5872422347
806	0.5872187319
807	0.5871952935
808	0.5871429343
809	0.5870779207
810	0.5870347336
811	0.5870111408
812	0.5869692073
813	0.5869025666
814	0.586878966
815816	0.58447946816	0.5868326637
817	0.5868091483
818	0.5867738258
819	0.5867502741
820	0.5867267987
821	0.5866739071
822	0.5866321857
823	0.5866033591
824	0.5865797868
825	0.5865563049
826	0.5865328461
827	0.5865093951
828	0.5864859718
829	0.5864690227
830	0.5864455673
831	0.5864067066
832	0.5863833072
833	0.5863603063
834	0.5863369801
835	0.5862920498
836	0.5862507808
837838	0.58390836838839	0.58388539839840	0.58386243840841	0.58383948841842	0.58380257842843	0.58373448843844	0.58371141844845	0.58368847845846	0.58366555846847	0.58362208847848	0.58359909848849	0.58354439849850	0.5835213385851	0.58349838185852	0.58344982785853	0.58342687853854	0.58339244854855	0.5833695385856	0.58334764785857	0.58332475585858	0.58330186085859	0.58327897685860	0.58326088986861	0.58323802686862	0.583215158862	0.5854242668
86864	0.58316943986865	0.58313961886866	0.58311709086867	0.58309422686868	0.58307136
868	0.5851715485
869	0.5851515288
870	0.5851124852
872	0.58297995618873	0.58295711328874	0.58293427588875	0.58291143368876	0.58288859398877	0.58286577287878	0.58284295487879	0.5828201348880	0.58278464268881	0.582761795
882	0.5827447182
883	0.5827014205
884	0.5826788876
885	0.58265601168886	0.58262151078887	0.58258493228888	0.58256197988889	0.5825391889	890	0.582516890	0891	0.582481891	0892	0.582430892	0893	0.582413893	0894	0.582390894	895	0.582367895	0896	0.582344896	0897	0.58232897	898	0.5822996898	899	0.5822768899	900	0.5822540900	901	0.5822190901902	0.5821965790903	0.58216578490904	0.58214300590905	0.58212025090906	0.58209749690907	0.58207473090908	0.58205198390909	0.58202925090910	0.58200652591911	0.58198380911912	0.58196108912913	0.58193872913914	0.58191602914915	0.58189335915916	0.58182836916917	0.58180565917918	0.58178297918919	0.5817482291920	0.58173068092921	0.58168934292922	0.58166656892923	0.58157431992924	0.58153507692925	0.58151214492926	0.58148934792927	0.58146660292928	0.58144423792929	0.58142153292930	0.58139883093931	0.5813761373
932	0.5813566691
933	0.5813339941
934	0.5813113228
935	0.5812890043
936	0.5812663414
937	0.581244026
938	0.5812213756
939	0.5811987237
940	0.581176072
941	0.581153422
942	0.581130778
943	0.5810981761
944	0.5810755531
945	0.5810529464
946	0.5810303465
947	0.5809717923
948	0.580949104
949	0.5809264305
950	0.5808800775
951	0.5808573097
952	0.5807946138
953	0.5807719354
954	0.5807325544
955	0.5807099627
956	0.5806873826
957	0.5806647979
958	0.5806298211
959	0.5806072581
960	0.5805847176
961	0.5805621989
962	0.580539686
963	0.5805171778
964	0.5804946737
965	0.5804721711
966	0.5804496699
967	0.5804271668
968	0.5804046653
969	0.5803821648
970	0.5803596691
971	0.5803405727
972	0.5803180755
973	0.580286901
974	0.5802644119
975	0.5802419311
976	0.5801706173
977	0.5801398967
978	0.5800808286
979	0.5800582552
980	0.58003570869981	0.5800131948
982	0.5799964098
983	0.579973911
984	0.5799566787
985	0.5799341938
986	0.579911716
987	0.57988924
988	0.579866766
989	0.5798442968
990	0.5797820383
991	0.5797595328
992	0.5797370512
993	0.5796626708
994	0.5796401843
995	0.5796177149
996	0.5795952484
997	0.5795581466
998	0.5795356626
999	0.579513191

999	0.5813449556
789937788
